name,date,time,location,link,description
Florida Gators Softball at LSU,2025-04-28,7:00pm,,https://calendar.ufl.edu/event/41101-florida-gators-softball-at-lsu,
Effortless Appointments with Microsoft Bookings (CITT),2025-04-29,9:00am,,https://calendar.ufl.edu/event/45181-effortless-appointments-with-microsoft-bookings-citt,
AI Tools Consultation (walk-in) (CITT),2025-04-30,2:00pm,,https://calendar.ufl.edu/event/43235-ai-tools-consultation-walk-in-citt,
"Mahshid Manouchehri, UF Chemistry Graduate Student",2025-04-30,4:00pm,,https://calendar.ufl.edu/event/44376-mahshid-manouchehri-uf-chemistry-graduate-student,
"Mahshid Manouchehri, UF Chemistry Graduate Student",2025-04-30,4:00pm,,https://calendar.ufl.edu/event/44389-mahshid-manouchehri-uf-chemistry-graduate-student,
Organic Chemistry Division Tarrant Visiting Professor,2025-04-01,4:00pm,,https://calendar.ufl.edu/event/44036-organic-chemistry-division-tarrant-visiting,Prof. Harry Anderson from the University of Oxford will be giving a talk for the Organic Division of Chemistry
Annual Michael Gannon Lecture with George Aaron Broadwell,2025-04-01,4:00pm,,https://calendar.ufl.edu/event/45151-annual-michael-gannon-lecture-with-george-aaron,"Dr. Broadwell will be giving this year’s Michael Gannon lecture, hosted by The George A. Smathers Libraries and the University of Florida."
Organic Chemistry Division Tarrant Visiting Professor,2025-04-01,4:00pm,,https://calendar.ufl.edu/event/44411-organic-chemistry-division-tarrant-visiting,Prof. Harry Anderson from the University of Oxford will be giving a talk for the Organic Division of Chemistry
With Love From Europe Movie Series: Pride & Prejudice,2025-04-01,6:00pm,,https://calendar.ufl.edu/event/44053-with-love-from-europe-movie-series-pride-amp,Join the Center for European Studies and Cypress & Grove Brewing Company as we enjoy the film Pride & Prejudice (2005)! The screening will be held at 7:30 pm at Cypress and Grove.
Florida Gators Baseball vs North Florida,2025-04-01,6:30pm,,https://calendar.ufl.edu/event/41172-florida-gators-baseball-vs-north-florida,
The Great Gatsby Ballet by the World Ballet Company,2025-04-01,7:00pm,,https://performingarts.ufl.edu/events/the-great-gatsby-ballet-by-the-world-ballet-company/,
More events on 2025-04-01,2025-04-01,,,https://calendar.ufl.edu/#!view/day/date/20250401,Link to more events on this day
"Majid Shahbazi, UF Chemistry Graduate Student",2025-04-02,4:00pm,,https://calendar.ufl.edu/event/44372-majid-shahbazi-uf-chemistry-graduate-student,"“GPCR Crystallization and Analysis with X-Ray”
  
  Analytical Literature Talk
  
  Dr. Charles Cao’s Research Group"
"Majid Shahbazi, UF Chemistry Graduate Student",2025-04-02,4:00pm,,https://calendar.ufl.edu/event/44392-majid-shahbazi-uf-chemistry-graduate-student,"“GPCR Crystallization and Analysis with X-Ray”
  
  Analytical Literature Talk
  
  Dr. Charles Cao’s Research Group"
Florida Gators Softball at Florida State,2025-04-02,6:00pm,,https://calendar.ufl.edu/event/41113-florida-gators-softball-at-florida-state,
More events on 2025-04-02,2025-04-02,,,https://calendar.ufl.edu/#!view/day/date/20250402,Link to more events on this day
Fulbright Spring Lecture,2025-04-03,12:00pm,,https://calendar.ufl.edu/event/44812-fulbright-spring-lecture,REGISTER at https://go.ufl.edu/isfrgcx
Colloquium - Romy Rodriguez’s “TBD”,2025-04-03,12:45pm,,https://calendar.ufl.edu/event/43390-colloquium-romy-rodriguezs-tbd,"Romy Rodriguez, Harvard University
  
  Thursday April 4, 2025 @ 12:45 PM - 1:45 PM
  217 Bryant Space Science Center"
Water Institute 2024 Early Career Fellow Seminar: Dr. Katherine Serafin,2025-04-03,3:00pm,,https://calendar.ufl.edu/event/43500-water-institute-2024-early-career-fellow-seminar,
Dr. John Kemeny Geological Sciences Seminar,2025-04-03,3:30pm,,https://calendar.ufl.edu/event/42008-dr-john-kemeny-geological-sciences-seminar,"“Rock Mechanics, Geomechanics, Rock Engineering: What’s It All About (and what are the career opportunities)?”


   


  Dr. John Kemeny


  Emeritus Professor


  Department of Mining & Geological Engineering


  University of Arizona


  Tucson, AZ"
Organic Chemistry Division Tarant Visiting Professor,2025-04-03,4:00pm,,https://calendar.ufl.edu/event/44037-organic-chemistry-division-tarant-visiting,Prof. Harry Anderson from the University of Oxford will be giving a talk for the Organic Division of Chemistry
Organic Chemistry Division Tarant Visiting Professor,2025-04-03,4:00pm,,https://calendar.ufl.edu/event/44410-organic-chemistry-division-tarant-visiting,Prof. Harry Anderson from the University of Oxford will be giving a talk for the Organic Division of Chemistry
CURBS Workshop: Research in Engineering,2025-04-03,5:00pm,,https://calendar.ufl.edu/event/44310-curbs-workshop-research-in-engineering,
Florida Gators Men’s Tennis vs University of Georgia,2025-04-03,5:00pm,,https://calendar.ufl.edu/event/43037-florida-gators-mens-tennis-vs-university-of,
Kosmic Karaoke Night at the Reitz Union,2025-04-03,7:00pm,,https://calendar.ufl.edu/event/43724-kosmic-karaoke-night-at-the-reitz-union,"Get ready to glow under the Kosmic lights at Kosmic Karaoke Night every Thursday. Grab the mic, sing your heart out, and enjoy BOGO Kosmic Bowling under the glowing lights."
More events on 2025-04-03,2025-04-03,,,https://calendar.ufl.edu/#!view/day/date/20250403,Link to more events on this day
"ChemBio Seminar Series-Spring 2025 -Dr. Shaun McKinnie-Department of Chemistry and BioChemistry- UC, Santa Cruz",2025-04-04,11:45am,,https://calendar.ufl.edu/event/44439-chembio-seminar-series-spring-2025,"Dr. Shaun McKinnie
  
  The McKinnie Lab at University of California Santa Cruz"
The distributed materiality of a legal document. A case study from the second century CE Egypt,2025-04-04,12:00pm,,https://calendar.ufl.edu/event/44627-the-distributed-materiality-of-a-legal-document-a,"This talk by Nikos Litinas (University of Crete) is part of the series, SPRING SEMINAR IN GREEK RHETORIC, LAW, AND SOCIETY, which takes place FRIDAYS AT 12:00 NOON, SPRING 2025."
Language and Brain Talk,2025-04-04,1:55pm,,https://calendar.ufl.edu/event/43764-language-and-brain-talk,
Careers in Public Service: Graham Center Young Alums,2025-04-04,2:00pm,,https://calendar.ufl.edu/event/45182-careers-in-public-service-graham-center-young,"Curious about a career in public service? Hear from recent UF grads Hannah Townley and Gus Duran, both alums of the Bob Graham Center, as they share their journeys, challenges, and lessons learned. Join the conversation—register now!"
In Whose Name? Exploring the Multifaceted Jihad in the Sahel.,2025-04-04,3:30pm,,https://calendar.ufl.edu/event/43785-in-whose-name-exploring-the-multifaceted-jihad-in-the-,"Ibrahim Yahaya Ibrahim, International Crisis Group"
Florida Gators Women’s Tennis at University of Tennessee,2025-04-04,5:00pm,,https://calendar.ufl.edu/event/40116-florida-gators-womens-tennis-at-university-o,
Florida Gators Softball vs Arkansas - Presented by UF Health,2025-04-04,6:00pm,,https://calendar.ufl.edu/event/41112-florida-gators-softball-vs-arkansas,
Florida Gators Baseball vs Vanderbilt - Presented by Cox,2025-04-04,6:30pm,,https://calendar.ufl.edu/event/41171-florida-gators-baseball-vs-vanderbilt,
Astronomy Department Campus Teaching Observatory Public Night,2025-04-04,8:30pm,,https://calendar.ufl.edu/event/43335-astronomy-department-campus-teaching-observatory-publi,The Department of Astronomy operates an on-campus Teaching Observatory for educational and public programs. These events are all free to the public.
More events on 2025-04-04,2025-04-04,,,https://calendar.ufl.edu/#!view/day/date/20250404,Link to more events on this day
Florida Gators Lacrosse vs San Diego State University,2025-04-05,10:00am,,https://calendar.ufl.edu/event/42032-florida-gators-lacrosse-vs-san-diego-state,
2025 UF Vet Med Open House,2025-04-05,10:00am,,https://calendar.ufl.edu/event/42295-2025-uf-vet-med-open-house,"Join us on Saturday, April 5 from 10 a.m. to 4 p.m. for our annual Open House, a free event that offers a unique glimpse into the world of veterinary medicine.


  As the state’s only veterinary medical college, the UF College of Veterinary Medicine is proud to open its doors to the public for this special day. Explore our facilities, learn about the latest advancements in animal healthcare, and discover the ways in which we’re improving the health and welfare of animals, humans, and the veterinary medical profession through world-class education, innovative research, and cutting-edge clinical services.


  Your day will be filled with exciting activities, including:


  Guided tours of our Small and Large Animal Hospitals
  
  Live animal demonstrations showcasing the latest veterinary techniques
  
  Hands-on experiences with our friendly rabbit friends
  
  Canine aquatherapy sessions
  
  A horse ultrasound demonstration
  
  Prize giveaways
  
  Practice your skills in our cow-milking trailer
  
  Delicious food from local food trucks
  
  Agility dog performances
  
  A visit to our Teddy Bear Clinic, where you can bring your stuffed animal for a fun and interactive lesson on basic first aid and sewing skills
  


  Additionally, you’ll have the opportunity to learn from our experts about pursuing a career in veterinary medicine, and gain valuable insights into the field.


  Join us for an unforgettable day of fun, learning, and adventure!"
Florida Gators Men’s Tennis vs University of Tennessee,2025-04-05,12:00pm,,https://calendar.ufl.edu/event/43036-florida-gators-mens-tennis-vs-university-of,
Viva Europe 2025,2025-04-05,1:00pm,,https://calendar.ufl.edu/event/44054-viva-europe-2025,"Join us at Bo Diddley Plaza on Saturday, April 5, 2025, from 1-4pm to celebrate this vibrant annual cultural festival."
Florida Gators Baseball vs Vanderbilt - Presented by Comfort Temp Company,2025-04-05,4:00pm,,https://calendar.ufl.edu/event/41170-florida-gators-baseball-vs-vanderbilt,
Florida Gators Softball vs Arkansas - Presented by COX,2025-04-05,5:00pm,,https://calendar.ufl.edu/event/41111-florida-gators-softball-vs-arkansas,
Romeo and Juliet,2025-04-05,7:30pm,,https://performingarts.ufl.edu/events/romeo-and-juliet-2/,
More events on 2025-04-05,2025-04-05,,,https://calendar.ufl.edu/#!view/day/date/20250405,Link to more events on this day
Florida Gators Softball vs Arkansas - Presented by Campus USA,2025-04-06,2:00pm,,https://calendar.ufl.edu/event/41110-florida-gators-softball-vs-arkansas,
More events on 2025-04-06,2025-04-06,,,https://calendar.ufl.edu/#!view/day/date/20250406,Link to more events on this day
Alexander Brodie – Inorganic Seminar,2025-04-07,4:05pm,,https://calendar.ufl.edu/event/44401-alexander-brodie-inorganic-seminar,
Phonetics and Phonology Reading Group,2025-04-07,4:30pm,,https://calendar.ufl.edu/event/43771-phonetics-and-phonology-reading-group,Meeting of the Phonetics and Phonology Reading Group
March Madness Championship Watch Party,2025-04-07,8:30pm,,https://calendar.ufl.edu/event/45168-march-madness-championship-watch-party,"Watch the March Madness Championship game on the big screen! Enjoy free popcorn, exciting giveaways, and trivia during commercial breaks, with prizes up for grabs each round."
More events on 2025-04-07,2025-04-07,,,https://calendar.ufl.edu/#!view/day/date/20250407,Link to more events on this day
Lam Thanh Nguyen - Physical Chemistry Seminar,2025-04-08,12:00pm,,https://calendar.ufl.edu/event/42076-lam-thanh-nguyen-physical-chemistry-seminar,
Lam Thanh Nguyen - Physical Chemistry Seminar,2025-04-08,12:00pm,,https://calendar.ufl.edu/event/43879-lam-thanh-nguyen-physical-chemistry-seminar,
26th Annual Spring Undergraduate Research Symposium,2025-04-08,1:00pm,,https://calendar.ufl.edu/event/36800-26th-annual-spring-undergraduate-research,
UF GPT: Microsoft Copilot - UF AI Assistant for Work (CITT),2025-04-08,2:00pm,,https://calendar.ufl.edu/event/42988-uf-gpt-microsoft-copilot-uf-ai-assistant-for-work-citt,"Fly head first into the future with UF GPT: Microsoft Copilot, your UF AI Assistant for work. Copilot is an AI assistant that uses OpenAI’s GPT-4 model. This 60-minute session explores the various ways to utilize Copilot, from streamlining tasks like drafting emails and composing documents to writing Excel formulas and debugging code. Join us to learn practical tips for integrating Copilot into your daily routine and boosting your productivity!"
Florida Gators Baseball vs Florida State - Presented by Pepsi,2025-04-08,7:00pm,,https://calendar.ufl.edu/event/41168-florida-gators-baseball-vs-florida-state,
More events on 2025-04-08,2025-04-08,,,https://calendar.ufl.edu/#!view/day/date/20250408,Link to more events on this day
Estate Planning 101 with GrayRobinson (Lunch & Learn),2025-04-09,12:00pm,,https://calendar.ufl.edu/event/45130-estate-planning-101-with-grayrobinson-lunch-learn,"Join us for an engaging Lunch & Learn at UF Innovate | The Hub!
  
  You don’t need an estate plan… or do you? Join Amy Hogue from GrayRobinson at UF Innovate for an informative session on the basics of estate planning—and learn simple steps you can take to get started without an attorney. No matter your wealth, having a plan in place can make a big difference.
  
  This event is open to the public. Please register by noon on April 8th."
"Dr. Daniel T. Chiu, Professor of Chemistry & Bioengineering, University of Washington",2025-04-09,4:00pm,,https://calendar.ufl.edu/event/44374-dr-daniel-t-chiu-professor-of-chemistry-bioengineering,"“High-Resolution Analysis of Single Extracellular Vesicles and Particles with Digital Flow Cytometry”
  
  Abstract: Extracellular vesicles (EVs) play a key role in intercellular communication by transporting a broad range of biomolecules, including RNAs and proteins. However, EVs are highly heterogeneous and extremely small, which makes their study highly challenging. To meet this challenge, we have developed a multi-parametric high-throughput flow-based method, which we termed digital flow cytometry (dFC), for the analysis of individual extracelluar vesicles and particles (EVPs). dFC provides single-fluorophore sensitivity and enables multiparameter characterization of EVPs, including sin¬gle-EVP phenotyping, the absolute quantitation of EVP concentrations, and biomarker copy numbers. dFC has a broad range of applications, from analysis of single EVPs such as exosomes or RNA-binding proteins to characterization of therapeutic lipid nano-particles, viruses, and proteins. dFC also provides absolute quantita¬tion of non-EVP samples such as dyes, beads, and Ab-dye conjugates. To complement dFC, we have also developed a high-throughput super-resolution method to calibrate dFC measured EV size. 
Short Biography: Daniel T. Chiu is the A. Bruce Montgomery Professor of Chemistry, Endowed Professor of Analytical Chemistry, Washington Research Foundation Professor, and Professor of Bioengineering at the University of Washington. He is a member of the Cancer Consortium at the Fred Hutchinson Cancer Research Center. His research interests include nanomaterials, microfluidics, and new instrumentations for ultra-sensitive bioanalytical measurements. He obtained a B.A. in Neurobiology and a B.S. in Chemistry from UC Berkeley in 1993, then a Ph.D. in Chemistry from Stanford University in 1998. After completing postdoctoral research at Harvard University, he started in 2000 at the University of Washington. He is the author of more than 250 publications and is the inventor on over 250 issued patents."
"Dr. Daniel T. Chiu, Professor of Chemistry & Bioengineering, University of Washington",2025-04-09,4:00pm,,https://calendar.ufl.edu/event/44391-dr-daniel-t-chiu-professor-of-chemistry-university,"To Be Announced
  
  Hosted by: Dr. Yong Zeng"
"Prof. Thom Loyd (Augusta University), “Anti-Imperial Nostalgia, Africa, and the Russian Invasion of Ukraine”",2025-04-09,4:00pm,,https://calendar.ufl.edu/event/45145-prof-thom-loyd-augusta-university-anti-imperial,
Science Journalist in Residence | Nadia Drake,2025-04-09,4:00pm,,https://calendar.ufl.edu/event/44559-science-journalist-in-residence-nadia-drake,"Join us at Pugh Hall on Wed, April 9 for a talk with Nadia from 4-5 p.m. followed by a reception from 5-6 p.m."
Florida Gators Lacrosse at Jacksonville University,2025-04-09,4:00pm,,https://calendar.ufl.edu/event/42031-florida-gators-lacrosse-at-jacksonville-university,
Florida Gators Softball at Stetson,2025-04-09,6:00pm,,https://calendar.ufl.edu/event/41109-florida-gators-softball-at-stetson,
Open Mic at the Reitz Union,2025-04-09,7:00pm,,https://calendar.ufl.edu/event/45076-open-mic-at-the-reitz-union,"Show off your talents at Open Mic Night, hosted by the Reitz Union. Whether you’re a singer, poet, comedian, or musician, this is your chance to take the stage. Performances are open to current UF students, with the lineup assigned onsite. Arrive early to check in and enjoy Florida Fresh Dining specials while supporting fellow performers! Sign up here."
Open Mic at the Reitz Union,2025-04-09,7:00pm,,https://calendar.ufl.edu/event/45167-open-mic-at-the-reitz-union,"Whether you’re a seasoned performer or stepping up to the mic for the first time, this Open Mic Night is your chance to showcase your skills in front of a live audience.


  Spoken word, comedy, music, storytelling—whatever your craft, the stage is yours! Join fellow Gators for an unforgettable night of creativity, connection, and community.


  Spots are limited, so sign up now and let your voice take center stage!


  Sign-up here"
More events on 2025-04-09,2025-04-09,,,https://calendar.ufl.edu/#!view/day/date/20250409,Link to more events on this day
e-Learning @UF: Facilitate & Engage,2025-04-10,9:00am,,https://calendar.ufl.edu/event/43470-e-learning-uf-facilitate-engage,Are you new to e-Learning at UF or wondering how to facilitate a pre-created course?
"Book Talk - Russia and Ukraine: Entangled Histories, Diverging States",2025-04-10,11:30am,,https://calendar.ufl.edu/event/43242-book-talk-russia-and-ukraine-entangled-histories-diver,"Join us for a book talk with authors of Russia and Ukraine: Entangled Histories, Diverging States,  Maria Popova and Oxana Shevel."
Colloquium - Jessica Libby-Roberts’ “TBD”,2025-04-10,12:45pm,,https://calendar.ufl.edu/event/43389-colloquium-jessica-libby-roberts-tbd,"Jessica Libby-Roberts, Pennsylvania State University
  
  Thursday April 10, 2025 @ 12:45 PM - 1:45 PM
  217 Bryant Space Science Center"
Dr. Jinwoo Im Geological Sciences Seminar,2025-04-10,3:30pm,,https://calendar.ufl.edu/event/42009-dr-jinwoo-im-geological-sciences-seminar,"“Physics-based and Data-driven Modeling for Groundwater Systems under Uncertainty.”


   


  Dr. Jinwoo Im


  Hydrogeologist


  Department of Climate and Ecosystems Sciences


  Lawrence Berkeley National Laboratory


  Berkeley, CA"
Evenings at Whitney - Beyond the Skeleton: Modeling the Soft Tissues of Dinosaurs and Why We Should Care,2025-04-10,6:00pm,,https://calendar.ufl.edu/event/42103-evenings-at-whitney-beyond-the-skeleton-modeling-the-s,Dr. Emma Schachner
Las Guaracheras,2025-04-10,7:00pm,,https://performingarts.ufl.edu/events/las-guaracheras/,"Las Guaracheras is a salsa band hailing from the city of Cali, Colombia, that is lifting female voices in the Afro-Latin music scene. Their music is about joy, memory, and transformation backed by vibraphone, percussion, bass, piano, and vocals. Good luck sitting still when this irresistible Latina band takes the stage.



  UpStage is an intimate, cabaret-style setting on the Phillips Center Mainstage. The 7:00 p.m. seating includes heavy hors d’oeuvres and cash bar; the 9:00 p.m. seating includes desserts and cash bar."
Florida Gators Baseball vs Missouri - Presented by American Campus Communities,2025-04-10,7:00pm,,https://calendar.ufl.edu/event/41167-florida-gators-baseball-vs-missouri,
More events on 2025-04-10,2025-04-10,,,https://calendar.ufl.edu/#!view/day/date/20250410,Link to more events on this day
Multidimensional identity cleavages and religious discrimination,2025-04-11,12:50pm,,https://calendar.ufl.edu/event/43874-multidimensional-identity-cleavages-and-religious,"Join Associate Professor in the School of Politics, Security, and International Affairs at University of Central Florida, Nikola Mirilovic, for a talk about multidimensional identity cleavages and religious discrimination. The Violence, Conflict, and Security (ViCS) Speaker Series showcases current cutting-edge work from junior and senior scholars."
UF HHP Info Session & Tour,2025-04-11,2:00pm,,https://calendar.ufl.edu/event/39538-uf-hhp-info-session-tour,"Prospective students and families are invited to learn about the undergraduate programs offered by the College of Health and Human Performance (HHP). This campus visit includes a brief introduction to HHP followed by a walking tour of the Florida Gymnasium Building (FLG).


  HHP offers four unique undergraduate majors: Applied Physiology & Kinesiology, Health Education, Sport Management, and Tourism, Hospitality and Event Management. To learn more about each of our undergraduate majors, please click here."
Gun Violence and Care in South Sudan: Between Bullets and Bandages,2025-04-11,3:30pm,,https://calendar.ufl.edu/event/43786-gun-violence-and-care-in-south-sudan-between-bullets-a,"Yidong Gong, New College."
Florida Gators Volleyball vs Florida State University,2025-04-11,5:00pm,,https://calendar.ufl.edu/event/44752-florida-gators-volleyball-vs-florida-state,
Florida Gators Women’s Tennis vs Louisiana State University,2025-04-11,5:00pm,,https://calendar.ufl.edu/event/40114-florida-gators-womens-tennis-vs-louisiana-st,
UF HHP Spring Awards 2025,2025-04-11,6:30pm,,https://hhp.ufl.edu/springawards/,Join the College of Health & Human Performance as we recognize the achievements of our college community.
Florida Gators Baseball vs Missouri - Presented by American Campus Communities,2025-04-11,6:30pm,,https://calendar.ufl.edu/event/41166-florida-gators-baseball-vs-missouri,
Birth of the Cool,2025-04-11,7:00pm,,https://performingarts.ufl.edu/events/birth-of-the-cool/,"Featuring Dominick Farinacci and the Christian Tamburr Quartet


  Follow these ambassadors of jazz on a toe-tapping expedition through the iconic era of jazz in an exploration of the late Miles Davis and trumpet greats like Freddie Hubbard, Lee Morgan, and Clark Terry. Kick back while these top-shelf musicians serve as your guides, bringing to life the sophisticated sounds that shaped bebop and hard bop jazz.



  UpStage is an intimate, cabaret-style setting on the Phillips Center Mainstage. The 7:00 p.m. seating includes heavy hors d’oeuvres and cash bar; the 9:00 p.m. seating includes desserts and cash bar"
Florida Gators Softball at Ole Miss,2025-04-11,7:00pm,,https://calendar.ufl.edu/event/41108-florida-gators-softball-at-ole-miss,
Astronomy Department Campus Teaching Observatory Public Night,2025-04-11,8:30pm,,https://calendar.ufl.edu/event/43336-astronomy-department-campus-teaching-observatory-publi,The Department of Astronomy operates an on-campus Teaching Observatory for educational and public programs. These events are all free to the public.
More events on 2025-04-11,2025-04-11,,,https://calendar.ufl.edu/#!view/day/date/20250411,Link to more events on this day
Florida Gators Softball at Ole Miss,2025-04-12,3:00pm,,https://calendar.ufl.edu/event/41107-florida-gators-softball-at-ole-miss,
Florida Gators Baseball vs Missouri - Presented by American Campus Communities,2025-04-12,5:00pm,,https://calendar.ufl.edu/event/41165-florida-gators-baseball-vs-missouri,
TEDxUF 2025: Metamorphosis,2025-04-12,5:30pm,,https://calendar.ufl.edu/event/45124-tedxuf-2025-metamorphosis,"In an ever-evolving world, transformation is not just inevitable, it is essential. Metamorphosis embodies more than a process of change; it is a salient symbol of revival. It compels us to confront disruption, whether that disruption presents itself as seismic societal shifts or daunting cultural challenges. Much like the butterfly emerging a new from its cocoon in spring, TEDxUF is being reborn. We invite you to join us on this journey, guided by the transformative power of human thought."
More events on 2025-04-12,2025-04-12,,,https://calendar.ufl.edu/#!view/day/date/20250412,Link to more events on this day
Canvas New Quizzes,2025-04-14,1:00pm,,https://calendar.ufl.edu/event/43464-canvas-new-quizzes,New Quizzes is the next generation of assessment tool developed by Canvas.
Microsoft Apps Consultation (Walk-In),2025-04-14,3:00pm,,https://calendar.ufl.edu/event/43238-microsoft-apps-consultation-walk-in,"Need Help with Microsoft Applications?
  Join UFIT Training for a Microsoft Applications Consultation in CSE, Room E-112."
Linguistics Department Faculty Meeting,2025-04-14,3:00pm,,https://calendar.ufl.edu/event/43760-linguistics-department-faculty-meeting,Meeting of the Department of Linguistics Faculty.
Courtney Sever – Inorganic Seminar,2025-04-14,4:05pm,,https://calendar.ufl.edu/event/43346-courtney-sever-inorganic-seminar,
Courtney Sever – Inorganic Seminar,2025-04-14,4:05pm,,https://calendar.ufl.edu/event/44400-courtney-sever-inorganic-seminar,
More events on 2025-04-14,2025-04-14,,,https://calendar.ufl.edu/#!view/day/date/20250414,Link to more events on this day
Zhongyue (John) Yang - Physical Chemistry Seminar,2025-04-15,12:00pm,,https://calendar.ufl.edu/event/43878-zhongyue-john-yang-physical-chemistry-seminar,
Slavic Myths Speaker Series: Restless Dead and Slavic Gods and Goddesses of Death and the Underworld,2025-04-15,12:00pm,,https://calendar.ufl.edu/event/45070-slavic-myths-speaker-series-restless-dead-and,"Featuring Juan Antonio Álvarez-Pedrosa Complutense University of Madrid
  What are the restless dead? How did forced Christian burials change the Slavic mythos and pagan pantheon? See how Slavic culture was changed based upon burial rituals in the final Slavic Myths Speaker series talk!"
AI Image Generators (CITT),2025-04-15,1:00pm,,https://calendar.ufl.edu/event/43223-ai-image-generators-citt,"Get ready for a fun 90 minutes with art-filled AI image generators. In this training, you can learn how to use AI to generate images, as well as, quickly adding or removing objects, or modifying pictures in various platforms.
  
  Whether you plan to use these frequently or are just interested in seeing how the technology works, you can sign up for this online training!"
Organic Chemistry Division Seminar,2025-04-15,4:00pm,,https://calendar.ufl.edu/event/44038-organic-chemistry-division-seminar,
Organic Chemistry Division Seminar,2025-04-15,4:00pm,,https://calendar.ufl.edu/event/44409-organic-chemistry-division-seminar,
Florida Gators Lacrosse vs Stetson University,2025-04-15,6:00pm,,https://calendar.ufl.edu/event/42029-florida-gators-lacrosse-vs-stetson-university,
Florida Gators Baseball vs Stetson,2025-04-15,6:30pm,,https://calendar.ufl.edu/event/41164-florida-gators-baseball-vs-stetson,
Menopause The Musical 2: Cruising Through ‘The Change’,2025-04-15,7:30pm,,https://performingarts.ufl.edu/events/menopause-the-musical-2-cruising-through-the-change/,
More events on 2025-04-15,2025-04-15,,,https://calendar.ufl.edu/#!view/day/date/20250415,Link to more events on this day
Teams Mini-Series: Advanced Meeting Features,2025-04-16,11:30am,,https://calendar.ufl.edu/event/42844-teams-mini-series-advanced-meeting-features,"Join our 30-minute webinar, Advanced Meeting Features in Teams, to learn how to make your meetings more effective from start to finish."
Zoom Presentation Tips (CITT),2025-04-16,1:00pm,,https://calendar.ufl.edu/event/43224-zoom-presentation-tips-citt,Do you want to be prepared for your next Zoom presentation? Zoom tips will teach you how. Learn to make meetings run smoothly by exploring key features offered in Zoom.
CURBS Workshop: Bioinformatics in Research and Medicine,2025-04-16,5:00pm,,https://calendar.ufl.edu/event/44311-curbs-workshop-bioinformatics-in-research-and,
More events on 2025-04-16,2025-04-16,,,https://calendar.ufl.edu/#!view/day/date/20250416,Link to more events on this day
Colloquium - Kate Daniel’s “TBD”,2025-04-17,12:45pm,,https://calendar.ufl.edu/event/44741-colloquium-kate-daniels-tbd,"Kate Daniel from University of Arizona
  
  Thursday April 17, 2025 @ 12:45 PM - 1:45 PM
  217 Bryant Space Science Center"
Boosting your Educator Development with the FARPET,2025-04-17,1:00pm,,https://calendar.ufl.edu/event/44891-boosting-your-educator-development-with-the-farpet,"Boosting your Educator Development with the FARPET


  April 17, 2025


  1:00pm - 2:30pm


  Presented by Jesse Watson


  Online"
Model Parallelism: Building and Deploying Large Neural Networks,2025-04-17,1:00pm,,https://calendar.ufl.edu/event/43535-model-parallelism-building-and-deploying-large,
Dr. David Boulesteix Geological Sciences Seminar,2025-04-17,3:30pm,,https://calendar.ufl.edu/event/42002-dr-david-boulesteix-geological-sciences-seminar,"“Influence of irradiation on prebiotic chemistry for extraterrestrial systems and classification of gnostic and agnostic signatures to assign it to life forms”


   


  Dr. David Boulesteix


  Postdoctoral Associate


  Department of Geological Sciences


  University of Florida


  Gainesville, FL"
Organic Chemistry Division Seminar,2025-04-17,4:00pm,,https://calendar.ufl.edu/event/44039-organic-chemistry-division-seminar,
Organic Chemistry Division Seminar,2025-04-17,4:00pm,,https://calendar.ufl.edu/event/44408-organic-chemistry-division-seminar,
"Rachel Applebaum (Tufts University), “Hearts, Minds, and Tongues: The USSR and Linguistic Competition in the Global Cold War”",2025-04-17,4:00pm,,https://calendar.ufl.edu/event/44896-rachel-applebaum-tufts-university-hearts-minds-and,Rachel Applebaum (Tufts University) discusses her work on the role of Russian language instruction as a form of Soviet soft power in the Cold War.
Florida Gators Softball vs Alabama - Presented by GFL,2025-04-17,6:00pm,,https://calendar.ufl.edu/event/41105-florida-gators-softball-vs-alabama,
More events on 2025-04-17,2025-04-17,,,https://calendar.ufl.edu/#!view/day/date/20250417,Link to more events on this day
Florida Gators Baseball at Mississippi State,2025-04-18,8:00pm,,https://calendar.ufl.edu/event/41163-florida-gators-baseball-at-mississippi-state,
Astronomy Department Campus Teaching Observatory Public Night,2025-04-18,8:30pm,,https://calendar.ufl.edu/event/43337-astronomy-department-campus-teaching-observatory-publi,The Department of Astronomy operates an on-campus Teaching Observatory for educational and public programs. These events are all free to the public.
More events on 2025-04-18,2025-04-18,,,https://calendar.ufl.edu/#!view/day/date/20250418,Link to more events on this day
Limón Dance Company,2025-04-19,7:30pm,,https://performingarts.ufl.edu/events/limon-dance-company/,"Immerse yourself in an evening of dramatically expressive and intricately nuanced dance with the pioneering Limón Dance Company, America’s first modern dance repertory company. Established in 1946 by José Limón and Doris Humphrey, Limón has been honored with the National Medal of Arts for Lifetime Achievement, recognizing the founder’s profound impact and enduring legacy in the world of dance."
Florida Gators Baseball at Mississippi State,2025-04-19,8:30pm,,https://calendar.ufl.edu/event/41162-florida-gators-baseball-at-mississippi-state,
More events on 2025-04-19,2025-04-19,,,https://calendar.ufl.edu/#!view/day/date/20250419,Link to more events on this day
