department,code,title,credits,description,prerequisites,grading_scheme
Quest,GLY2110,Climate Change Science and Solutions,3,"Examines the evidence and effects of climate change and uses the issue of climate change to deepen student’s understanding of science and its role in society. Working collaboratively, students integrate insights from a variety of natural, social and engineering sciences to develop and evaluate climate change mitigation approaches.",,
Quest,HOS2333,Fighting Food Waste and Loss,3,"For those interested in learning and reflecting upon the major future challenges of food and agriculture. Learn about postharvest biology, environmental and food sciences, and communication technology in reducing food waste.",,
Quest,IDS2334,Chemistry in the Cocina Latina,3,Cross-disciplinary exploration of the intersection between the science of chemistry and the culture of the Spanish-speaking world. Studies the chemical reactions inherent in cooking while considering the role of food in the development and maintenance of culture. Active learning in laboratory and kitchen settings enhance the course content.,,
"Vietnamese | Languages, Literatures, and Cultures",VTN1130,Beginning Vietnamese 1,5,"Beginning study covering four skills: listening, speaking, reading and writing.",,
"Vietnamese | Languages, Literatures, and Cultures",VTN1131,Beginning Vietnamese 2,5,Continued study of the four skills with additional vocabulary and grammar.,,
"Vietnamese | Languages, Literatures, and Cultures",VTN2220,Intermediate Vietnamese 1,4,Intermediate study of the four skills with new vocabulary and grammar.,,
"Vietnamese | Languages, Literatures, and Cultures",VTN2221,Intermediate Vietnamese 2,4,Continuation of intermediate study of the four skills with new vocabulary and grammar.,,
"Vietnamese | Languages, Literatures, and Cultures",VTN2340,Vietnamese for Heritage Learners 1,4,"For those with significant speaking and listening skills, but limited reading and writing skills. Emphasis on developing latter two skills.",,
"Vietnamese | Languages, Literatures, and Cultures",VTN4905,Individual Study,1-5,For independent work not offered in another course. Available only by special arrangement.,,
"Vietnamese | Languages, Literatures, and Cultures",VTN4930,Special Topics in Vietnamese Studies,3,Variable topics dealing with specific issues in Vietnamese studies. Available only by special arrangement.,,
"Vietnamese | Languages, Literatures, and Cultures",VTT3500,Vietnamese Culture,3,"Overview of Vietnamese culture, language and history. Focuses on Vietnamese cultural norms, attitudes, values and culture through an examination of history, religious practices, language, literature, family structures, cuisine, daily life and the arts. (H and N)",,
Jewish Studies,AML4685,Race and Ethnicity,3,"Variable topics examine issues, movements, forms, or themes related to race and ethnicity in American literature. Topics may include Pacific Rim cultures in America, Chicano-Latino literature, the Black Arts Movement, constructing Native America, border-crossing and migration, post-war Jewish fiction, literature and the psychology of prejudice, comparative representations of racial and ethnic experience, representing whiteness, literatures of assimilation and multi-racial identities. Refer to the department website for offered topics.",,
Jewish Studies,ANT3241,Anthropology of Religion,3,"Cross-cultural survey of beliefs and practices dealing with the supernatural, magic, and religion. Conceptualization of the supernatural. Sacred specialists, their function, and social position. Theories of comparative religion in light of anthropological data.",,
Jewish Studies,CPO3403,Politics of the Middle East,3,"Focuses on key political and social processes in the modern Middle East. Addresses variable themes in comparative politics such as nationalism, state formation, women and politics, religious resurgence, feminism, and law.",,
Jewish Studies,CPO4000,Selected Studies in Comparative Politics,3,Variable topics in comparative politics; precise course content will be announced in advance.,,
Jewish Studies,CPO4727,Judaism and Politics,3,"Examines how Jews govern themselves (often referred to as communal governance) and how Jews relate to the political system where they live. Explores the development of the Jewish political tradition in the Biblical period, the Middle Ages, the early modern period and the modern era.",,
Jewish Studies,ENG4135,National Cinemas,4,"Variable topics study of the films of historically important national cinemas, such as American, French, German, Italian, Russian, Japanese.",,
Jewish Studies,EUH3033,History of the Holocaust,3,"Origins of anti-Semitism in central Europe and the execution of the Holocaust by Nazi Germany. Examines the ideology of the Nazi leaders and the role of the SS, Army, Police, and ordinary citizens in perpetrating genocide.",,
Jewish Studies,EUH3670,Jewish History from 711 to 1492,3,"Surveys major historical developments in medieval Jewish society under Islam and western Christendom. Examines the interaction of Jews with the majority culture, political structure and economy, as well as changing cultural trends.",,
Jewish Studies,EUH3671,Jewish History from 1492-1750,3,"Surveys major trends in Jewish society from the f15th to the 18th century, focusing on community structures and interfaith relations.",,
Jewish Studies,EUH3672,Modern European Jewish History,3,Major events and themes of the Jews in Europe from 1650-1945.,,
Jewish Studies,HBR1130,Beginning Modern Hebrew 1,5,"Beginning Hebrew covers four skills: listening, speaking, reading, and writing. For those with no prior exposure to the language.",,
Jewish Studies,HBR1131,Beginning Modern Hebrew 2,5,"Continues beginning Hebrew, covering four skills: listening, speaking, reading, and writing.",,
Jewish Studies,HBR2220,Intermediate Modern Hebrew 1,4,"Intermediate Hebrew study covers four skills: listening, speaking, reading, and writing with new vocabulary and grammar.",,
Jewish Studies,HBR2221,Intermediate Modern Hebrew 2,4,"Continues intermediate Hebrew covering four skills: listening, speaking, reading, and writing.",,
Jewish Studies,HBR3410,Advanced Modern Hebrew 1,3,"Advanced study of the four skills: listening, speaking, reading, and writing with attention to more complex structures. (H and N)",,
Jewish Studies,HBR3411,Advanced Modern Hebrew 2,3,"Continues advanced Hebrew study of the four skills: listening, speaking, reading, and writing with attention to more complex structures. (H and N)",,
Jewish Studies,HBR4905,Individual Work,1-5,Individual work on an approved topic.,,
Jewish Studies,HBR4930,Special Topics,3,"Proseminar of variable content providing an opportunity for in-depth study of special topics in Israeli literature, history, or culture.",,
Jewish Studies,HBT3223,Identity and Dissent in the Hebrew Short Story,3,Traces the tension between the individual and the collective in Zionist/Israeli society over the last 100-plus years as illustrated in Hebrew short fiction.,,
Jewish Studies,HBT3233,Israeli History and the Contemporary Novel,3,Studies Israeli history through the lens of the contemporary novel.,,
Jewish Studies,JST2841,Women and Politics in Israel,3,"Analyzes women's roles both as political agents and as objects of political policies and movements. Examines Israeli female politicians and judges as political actors, and as both subjects and objects of state policy.",,
Jewish Studies,JST3845,Israelis and Palestinians,3,Discussion of Israeli-Palestinian interactions with a focus on the way collective identities are shaped by the conflict. Historically outlines development of the conflict from the beginning of the Zionist immigration to Palestine to present day and includes thematic analysis of its sociological dynamics.,,
Jewish Studies,JST3930,Special Topics in Jewish Studies,3,"Variable topics in Jewish thought, history, literature, and culture as represented in classified Jewish texts, Jewish law, Jewish ethics, folklore, Hasidism, and Holocaust literature.",,
Jewish Studies,JST4905,Individual Work in Jewish Studies,1-3,For advanced students who desire supplemental reading or research under guidance.,,
Jewish Studies,JST4936,Colloquium in Jewish Studies,3,Colloquium in Jewish studies designed to enhance knowledge of the development and significance of Jewish civilization.,,
Jewish Studies,JST4940,Internship in Jewish Studies,1-6,"Preapproved internship with Jewish communal, educational, or service institutions. Only 3 credits can count toward a Jewish Studies major or minor.",,
Jewish Studies,JST4970,Senior Honors Thesis,1-3,Directed research leading to submission of an honors thesis. Work completed under the supervision of a Jewish studies faculty member. Students can register for one semester (3 credits) or two (1 and 2 credits respectively). Required for magna or summa cum laude designation.,,
Jewish Studies,LIT3173,Jewish Literature,3,"Variable topics in the Jewish literary experience, from the biblical narrative and classical tales to Yiddish and Hebrew literature, the modern European novel, and American Jewish fiction.",,
Jewish Studies,MUH3621,Jewish Art Music in Western Culture,3,"Cultural history of western art music inspired by Jewish subjects, Biblical and non-Biblical, composed by both Jewish and non-Jewish composers, and a survey of Jewish performing musicians from the Renaissance to the present. (H and N)",,
Jewish Studies,POS4291,Religion and Politics in the United States,3,"Investigates the role of religious institutions, values and communities in contemporary American political life. (WR)",,
Jewish Studies,REL2104,Environmental Ethics,3,Explores competing secular and religious views regarding human impacts on and moral responsibilities toward nature and of the key thinkers and social movements in contention over them. (H) (WR),,
Jewish Studies,REL2210,Hebrew Scriptures,3,"History, literature, and beliefs of the Israelites from the Biblical text in the light of modern scholarship. (H)",,
Jewish Studies,REL2388,Indigenous Religions of the Americas,3,This course introduces the student to the historical and contemporary religious beliefs and practices of the indigenous peoples of the Americas. (H)(WR). This is a core course for the American Indian and Indigenous Studies Minor.,,
Jewish Studies,REL2600,"Jews, Judaism, and Jewishness",3,Multidisciplinary approach to the Jewish experience from its Biblical origins to modern times.,,
Jewish Studies,REL3213,Hebrew Bible as Literature,3,Intensive introduction to the literary study of the Hebrew Bible within the context of ancient Near Eastern literature and history.,,
Jewish Studies,REL3291,Gender and the Hebrew Bible,3,Critical examination of the literary representation and historical realities of gender and sexuality in ancient Israel through close readings of selected texts from the Hebrew Bible.,,
Jewish Studies,REL3321,Early Judaism and Christianity,3,"Examines the Jewish-Christian encounter. The historical interaction between Judaism and Christianity, including how each group symbolized the other, and the practical implications of the representations.",,
Jewish Studies,REL3938,Special Topics in Religion,3,Special topics in religion.,,
Jewish Studies,REL4092,"Ethics, Utopias, and Dystopias",3,"Examines relationships between ethics and utopias in literature, religious communities, and millenarian movements.",,
Jewish Studies,REL4209,Dead Sea Scrolls and Early Jewish Literature,3,"Explores the varieties of literature that arose within Judaism from 250 BCE to 220 CE, including selections from the Dead Sea Scrolls, the OT Pseudepigrapha, Philo, and Josephus.",,
Jewish Studies,REL4221,The Pentateuch,3,In-depth study of the Pentateuch (Genesis-Deuteronomy) in light of modern biblical scholarship.,,
Jewish Studies,REL4936,Special Topics in Religious Studies,3,Advanced study for those with proper preparation of selected topics involving one or more religious traditions.,,
Jewish Studies,JST2841,Women and Politics in Israel,3,"Analyzes women's roles both as political agents and as objects of political policies and movements. Examines Israeli female politicians and judges as political actors, and as both subjects and objects of state policy.",,
Jewish Studies,JST2930,Special Topics in Jewish Studies,3,Selected topics in the study of Jewish civilization.,,
Jewish Studies,JST3821,Israeli Society,3,Introduces major themes in dynamics of contemporary Israeli society. Juxtaposition of the different subjective points of view and motivations of the various actors involved.,,
Jewish Studies,JST3845,Israelis and Palestinians,3,Discussion of Israeli-Palestinian interactions with a focus on the way collective identities are shaped by the conflict. Historically outlines development of the conflict from the beginning of the Zionist immigration to Palestine to present day and includes thematic analysis of its sociological dynamics.,,
Jewish Studies,JST3930,Special Topics in Jewish Studies,3,"Variable topics in Jewish thought, history, literature, and culture as represented in classified Jewish texts, Jewish law, Jewish ethics, folklore, Hasidism, and Holocaust literature.",,
Jewish Studies,JST4905,Individual Work in Jewish Studies,1-3,For advanced students who desire supplemental reading or research under guidance.,,
Jewish Studies,JST4936,Colloquium in Jewish Studies,3,Colloquium in Jewish studies designed to enhance knowledge of the development and significance of Jewish civilization.,,
Jewish Studies,JST4940,Internship in Jewish Studies,1-6,"Preapproved internship with Jewish communal, educational, or service institutions. Only 3 credits can count toward a Jewish Studies major or minor.",,
Jewish Studies,JST4970,Senior Honors Thesis,1-3,Directed research leading to submission of an honors thesis. Work completed under the supervision of a Jewish studies faculty member. Students can register for one semester (3 credits) or two (1 and 2 credits respectively). Required for magna or summa cum laude designation.,,
Jewish Studies,LIT3173,Jewish Literature,3,"Variable topics in the Jewish literary experience, from the biblical narrative and classical tales to Yiddish and Hebrew literature, the modern European novel, and American Jewish fiction.",,
Jewish Studies,MUH3621,Jewish Art Music in Western Culture,3,"Cultural history of western art music inspired by Jewish subjects, Biblical and non-Biblical, composed by both Jewish and non-Jewish composers, and a survey of Jewish performing musicians from the Renaissance to the present. (H and N)",,
Jewish Studies,POS4291,Religion and Politics in the United States,3,"Investigates the role of religious institutions, values and communities in contemporary American political life. (WR)",,
Jewish Studies,REL2104,Environmental Ethics,3,Explores competing secular and religious views regarding human impacts on and moral responsibilities toward nature and of the key thinkers and social movements in contention over them. (H) (WR),,
Jewish Studies,REL2210,Hebrew Scriptures,3,"History, literature, and beliefs of the Israelites from the Biblical text in the light of modern scholarship. (H)",,
Jewish Studies,REL2388,Indigenous Religions of the Americas,3,This course introduces the student to the historical and contemporary religious beliefs and practices of the indigenous peoples of the Americas. (H)(WR). This is a core course for the American Indian and Indigenous Studies Minor.,,
Jewish Studies,REL2600,"Jews, Judaism, and Jewishness",3,Multidisciplinary approach to the Jewish experience from its Biblical origins to modern times.,,
Jewish Studies,REL3213,Hebrew Bible as Literature,3,Intensive introduction to the literary study of the Hebrew Bible within the context of ancient Near Eastern literature and history.,,
Jewish Studies,REL3291,Gender and the Hebrew Bible,3,Critical examination of the literary representation and historical realities of gender and sexuality in ancient Israel through close readings of selected texts from the Hebrew Bible.,,
Jewish Studies,REL3321,Early Judaism and Christianity,3,"Examines the Jewish-Christian encounter. The historical interaction between Judaism and Christianity, including how each group symbolized the other, and the practical implications of the representations.",,
Jewish Studies,REL3938,Special Topics in Religion,3,Special topics in religion.,,
Jewish Studies,REL4092,"Ethics, Utopias, and Dystopias",3,"Examines relationships between ethics and utopias in literature, religious communities, and millenarian movements.",,
Jewish Studies,REL4209,Dead Sea Scrolls and Early Jewish Literature,3,"Explores the varieties of literature that arose within Judaism from 250 BCE to 220 CE, including selections from the Dead Sea Scrolls, the OT Pseudepigrapha, Philo, and Josephus.",,
Jewish Studies,REL4221,The Pentateuch,3,In-depth study of the Pentateuch (Genesis-Deuteronomy) in light of modern biblical scholarship.,,
Jewish Studies,REL4936,Special Topics in Religious Studies,3,Advanced study for those with proper preparation of selected topics involving one or more religious traditions.,,
Microbiology & Cell Science,ALS3200C,AI in Agricultural and Life Sciences,3,Artificial intelligence (AI) is used to solve problems in research and industry. This course provides students with understanding of and practical hands-on experience building and using AI systems. Students will obtain the skills and knowledge they need to use AI to solve real-world problems in agricultural and life sciences.,,
Microbiology & Cell Science,BSC2891,Python Programming for Biology,3,Discoveries in biology are driven as much by computer analysis as by laboratory work. Learn the theory and practice of computer programming with emphasis on the practical techniques and problem solving skills required to use computer programming in biological research. Taught completely online.,,
Microbiology & Cell Science,BSC4434C,Introduction to Bioinformatics,3,"Lecture and hands-on computer laboratories emphasize data-mining tools freely available in web-based resources that predict gene function from DNA, RNA, and protein sequences.",,
Microbiology & Cell Science,BSC4467,Applications and Technologies of Synthetic Biology,3,"Synthetic biology is the construction and reconstruction of biological systems and its practical applications in research and industry. Examines advanced molecular biology tools for DNA assembly, the construction of biological pathways and circuits, genome editing, and strategies for transcriptional control.",,
Microbiology & Cell Science,BSC4913,Independent Research in Bioinformatics,3,Mentored research experience at the interface between computational and biological sciences; preparation for competitive graduate-school and industry positions in bioinformatics.,,
Microbiology & Cell Science,BSC4914,Advanced Independent Research in Bioinformatics,3,"Mentored bioinformatics research experience that challenges students to develop a deeper understanding of bioinformatics methodologies, to frame biological questions, to evaluate primary scientific literature and to present their research in formal written and oral presentations.",,
Microbiology & Cell Science,MCB2000,Microbiology,3,"Role of microorganisms in chemical transformations, disease, public health, and agriculture. Fundamental concepts are discussed, followed by beneficial and harmful actions of microorganisms as they affect our lives. Not acceptable for admission to advanced microbiology courses nor for the preprofessional curricula required for the medical/veterinary sciences.",,
Microbiology & Cell Science,MCB2000L,Microbiology Laboratory,1,Laboratory exercises demonstrate biochemical transformations and present methods for studying microbial properties. Not acceptable for admission to advanced microbiology courses nor for the preprofessional curricula required for the medical/veterinary sciences.,,
Microbiology & Cell Science,MCB2006,Microbes without Borders,3,"Introduces the amazing world of microbiology; microbes play a significance role for individuals, for our communities, and for the whole planet. Readings, discussions, and activities provide a mind-opening, global journey to acknowledge the great things microbes do for us.",,
Microbiology & Cell Science,MCB3015C,Lab Skills Bootcamp,1,"Provides a foundation and advanced skills all biological science students should master. Emphasizes analytical, computational, communication and other lab skills above and beyond bench work.",,
Microbiology & Cell Science,MCB3020,Basic Biology of Microorganisms,3,"Introduces the principles and techniques of microbiology, genetics, taxonomy, biochemistry and ecology and microorganisms. Also studies virology, immunology, and the pathogenicity of microorganisms. (B)",,
Microbiology & Cell Science,MCB3020L,Laboratory for Basic Biology of Microorganisms,1,"Laboratory exercises on the structure, nutrition, and growth of prokaryotic and eukaryotic cells. Includes isolation and classification of representative microorganisms.",,
Microbiology & Cell Science,MCB3023,Principles of Microbiology,3,"Introduces the principles and techniques of microbiology, genetics, taxonomy, biochemistry, and ecology of microorganisms. Required of all majors and students who will enroll in more advanced courses in the Department of Microbiology and Cell Science.",,
Microbiology & Cell Science,MCB3023L,Principles of Microbiology Laboratory,2,"Laboratory techniques on the structure, nutrition, biochemistry, genetics, and growth of microorganisms. Required of all majors and students who will enroll in more advanced courses in the Department of Microbiology and Cell Science.",,
Microbiology & Cell Science,MCB3703,Astrobiology,3,"Examines the origin, evolution, and future of life in our solar system. Include planetary habitability, astrobiogeochemistry, microbial life, and human spaceflight.",,
Microbiology & Cell Science,MCB3933,Professional Development in Microbiology and Cell Science,1-2,"Assistance in making career decisions and organizing supporting academic credentials. Emphasizes the wide variety of career opportunities and professional development tools applicable to careers in professional schools, academia, industry, and alternative professions.",,
Microbiology & Cell Science,MCB4034L,Advanced Microbiology Laboratory,1,"Application of immunological, molecular biological and microbial techniques to the isolation, identification, and characterization of bacteria and viruses.",,
Microbiology & Cell Science,MCB4090,Careers for Impact in Microbiology and Cell Science,1,"Provides connections into a variety of microbiology and cell science careers, and hones essential networking and communication skills through practical application exercises. A portfolio will be created to identify and obtain suitable experiential learning and career opportunities.",,
Microbiology & Cell Science,MCB4091,Innovation Project Management for Life Sciences,1,"Provides practical tools to manage innovation projects typical of life science research and development. Discusses challenges and methodologies associated with developing objectives, preparing project plans, establishing metrics, defining responsibilities, as well as mitigating risks and dealing with uncertainties. Also strengthens skills for strategic prioritization, time management, meeting facilitation, and communication to promote an innovative culture.",,
Microbiology & Cell Science,MCB4150,Prokaryotic Diversity,3,"Introduces the diversity of bacteria and archaea. Discussions provide a conceptual and historical framework for understanding their origin and evolution; morphological, metabolic, and molecular characteristics; genetic and physiological diversity; importance in human, animal, and plant health; and roles in elemental cycling.",,
Microbiology & Cell Science,MCB4203,Bacterial Pathogens,3,"Host-microbe relationships in the diseases of humans and animals, including the virulence characteristics of bacterial pathogens, the techniques used in their isolation/identification, and molecular approaches to the study of their virulence.",,
Microbiology & Cell Science,MCB4271,Antimicrobial Resistance,3,"Covers content related to antimicrobial resistance: the origins of antimicrobial resistance, dissemination, mechanisms, therapeutics, and impact on healthcare, agriculture, and the environment. Mainly concentrates on resistance in bacteria, but will also discuss other organisms, including viruses, parasites, fungi, and cancer.",,
Microbiology & Cell Science,MCB4271L,Antimicrobial Resistance Lab,1,"This laboratory course covers content related to antimicrobial resistance: the origins of antimicrobial resistance, surveillance, dissemination, mechanisms, therapeutics, and impact on healthcare, agriculture, and the environment.",,
Microbiology & Cell Science,MCB4304,Genetics of Microorganisms,3,"Molecular biology of bacterial gene expression, including DNA replication, mutation, genetic mapping using plasmids and phages, and recombinant DNA mechanisms.",,
Microbiology & Cell Science,MCB4320C,The Microbiome,3,"Increase knowledge, appreciation, and use of genomics pertaining to the breadth of microbial diversity across a wide variety of organisms and habitats using methods that do not require culturing of the myriad of inhabitants. Use tools, practice analysis, and interpretation of genomic data sets to analyze different microbiomes.",,
Microbiology & Cell Science,MCB4324,Computational Genomics and Epigenomics,3,"Genomics and epigenomics utilize high-throughput sequencing technologies in understanding biology questions. The primary goal is to introduce history, theory, latest advances, and computational approaches in (epi)genomics for conducting large-scale genomic analyses. Topics include sequence alignment, genome assembly and annotation, variant identification, transcriptomics, small RNAs, DNA methylation, histone modification, open chromatin region, and 3D chromatin interaction.",,
Microbiology & Cell Science,MCB4325C,R for Functional Genomics,3,"Introduces the Basics of the R Language and to state of the art methods for functional genomics data analysis. Learn how to write R scripts, choose appropriate statistical tools, and how to use Linux environments to analyze high-throughput genomics data.",,
Microbiology & Cell Science,MCB4403,Prokaryotic Cell Structure and Function,3,"Analyzes the cell structure and physiology of bacterial cells. Extensive discussion of cell division and cell growth is provided along with descriptions of important bacterial cell structures (e.g. cell walls, membranes, flagella, etc.)",,
Microbiology & Cell Science,MCB4422,Probiotics,3,Covers the use of microorganisms to promote a health status in the host and provides a conceptual background in microbiology and immunology for the use of microorganisms for the prevention or treatment of animal and human diseases.,,
Microbiology & Cell Science,MCB4503,General Virology,3,"Nature of viruses and mechanisms of infection and replication, including bacterial, animal, and plant viruses.",,
Microbiology & Cell Science,MCB4503L,Virology Laboratory,1,"Laboratory course covering basic virology assays used to generate, propagate and enumerate viruses using cell culture and molecular methods.",,
Microbiology & Cell Science,MCB4652,Environmental Microbiology,3,"Overview of microorganisms in the environment including occurrence, abundance and distribution; processes of microbial interaction with the environment; and practices of applied environmental microbiology.",,
Microbiology & Cell Science,MCB4782,Extremophiles,3,"The evolution, physiology, biochemistry, and molecular biology of extremophiles with emphasis on archaea and their viruses. Discuss principles of energy metabolism at the limits of life. Highlights research that incorporates cutting-edge techniques and biotechnology applications for using extremophiles to solve real world problems.",,
Microbiology & Cell Science,MCB4794,"Analysis, Interpretation, and Visualization of Microbiological Data",3,"Focuses on the analysis and interpretation of microbiological data using R language and other command line tools with a series of examples that range in complexity. Analyze various microbiological data, including RNA-Seq, 16SrRNA gene sequencing, direct and indirect measurements of microbial growth, and measurements of microbial bioproducts, among others. Finally, teaches good practices for data reproducibility.",,
Microbiology & Cell Science,MCB4905,Independent Study,0-4,"Individual laboratory research under the guidance of a faculty member. Required of, but not limited to, candidates for high and highest honors. Not acceptable toward 25 credits of required department and elective credits.",,
Microbiology & Cell Science,MCB4911,Supervised Research in Microbiology and Cell Science,0-3,"Provides firsthand, supervised research. Projects may involve inquiry, design, investigation, scholarship, discovery, or application..",,
Microbiology & Cell Science,MCB4915,Honors Thesis Research in Microbiology and Cell Science,0-3,"Independent research in microbiology and cell science leading to an honors thesis. Student will be mentored by a faculty member. Projects may involve inquiry,  design,  investigation,  scholarship,  discovery or application.",,
Microbiology & Cell Science,MCB4934,Special Topics in Microbiology and Cell Science,1-4,Supervised literature or historical study on current topics in microbiology and cell science. Not acceptable toward 25 credits of required department and elective credits.,,
Microbiology & Cell Science,MCB4941,Microbiology and Cell Science Internship,1-4,Internship in microbiology and cell science under supervision of the department.,,
Microbiology & Cell Science,NUR3197,Genetics and Genomics in Health Care,2,Genetics and genomics are advancing quickly and will play a greater role in health care as personal genome sequencing becomes available. Reinforces basic genetics and genomics concepts and exploring how genomics may affect health care.,,
Microbiology & Cell Science,PCB1051,Exploring Your Genome,3,How the genome sequence is analyzed and its implications on human health. Promotes genetic literacy (see syllabus for specific topics).,,
Microbiology & Cell Science,PCB3134,Eukaryotic Cell Structure and Function,3,"Lecture and discussions in the field of cell biology with emphasis on the interrelation of structure and function, the regulation of metabolism and the specialized activities of plant and animal cells.",,
Microbiology & Cell Science,PCB4233,Immunology,3,"Basic concepts in immunology, including specific components, development, and function.",,
Microbiology & Cell Science,PCB4522,Molecular Genetics,3,"Molecular biology of prokaryotes and eukaryotes covering the fundamentals of genome organization and gene structure, regulation of transcription, DNA replication and repair, and RNA processing. Also includes discussion of strategies, vectors and applications of genetic engineering in higher plants and animals.",,
Microbiology & Cell Science,PCB4666,Human Genomics,3,"Discusses how human genome sequence data is obtained, analyzed, and interpreted with an emphasis on what can be learned from an individual's genome. Genome-based strategies are used for the detection, treatment, and prevention of many diseases.",,
Microbiology & Cell Science,ZOO4232,Human Parasitology,3,Host-parasite relationships of helminth and protozoan diseases important in health sciences and veterinary medicine.,,
"Hindi-Urdu | Languages, Literatures, and Cultures",HIN4930,Special Topics in Hindi-Urdu,3,Variable topics dealing with specific issues in and in-depth study of prose or poetic genres in Hindi and/or Urdu. Supplementary critical readings in English.,,
Criminology,CCJ3024,Advanced Principles of Criminal Justice,3,"Advanced overview of criminal law, criminal procedure, and criminological theory. Emphasizes the components of the criminal justice system: the police, the prosecutorial and defense functions, the judiciary, and the field of corrections.",,
Criminology,CCJ3701,Research Methods in Criminology,4,Advanced research design and data analysis. Study of experimental and non-experimental research designs; probability and nonprobability sampling techniques; construction of scales; and indexes and methods of bivariate and multivariate data analysis. Previous completion of an introductory course in statistics is recommended but not required.,,
Criminology,CCJ4014,Criminological Theory,3,"Advanced study and critical appraisal of various theories of crime causation, including an examination of biological, psychological, economic and sociological perspectives on the etiology of crime.",,
Criminology,CCJ4032,Media & Crime,3,"Analyzes the relationship between media and crime  justice including media's role in constructing images about criminals, police, victims, inmates, and courts. Discusses media-based perceptions of reality and justice policy and practice influences. Appropriate for students in criminology, journalism, public relations, and pre-law.",,
Criminology,CCJ4661,Terrorism,3,"Presents international terrorism as legitimate threat to society, with changing contexts, laws, and tactics. Explores oppressive movements which ignite violent acts. Introduces counter-terrorism best practices in criminal justice and analyzes violent terror attacks criminologically. Promotes emergency management, criminal justice, and intelligence work careers.",,
Criminology,CCJ4713,Crime Prevention,3,"Examines programs, practices and policies that prevent crime. Reviews how crime prevention strategies are developed, tested in research studies, and used in communities. Both effective and ineffective strategies are discussed.",,
Criminology,CCJ4905,Individual Work,1-3,"Qualified students and the instructor will develop a course of study or investigation designed to extend available coursework. A formal written report is required. Course can be repeated, but no more than three credits earned in CCJ 4905 may be applied to the major or to minimum degree requirements established by the university.",,
Criminology,CCJ4911,Undergraduate Research in Criminology,0-3,"Provides firsthand, supervised research in Criminology. Projects may involve inquiry, design, investigation, scholarship, discovery or application in Criminology.",,
Criminology,CCJ4934,Contemporary Issues in Criminal Justice,3,"A variable topic seminar that examines current issues, techniques and problems in criminal justice.",,
Criminology,CCJ4940,Practicum,1-3,"Supervised experience in a criminal justice agency. Course can be repeated, but no more than three credits earned in CCJ 4905 may be applied to the major or to minimum degree requirements established by the university. (S-U)",,
Criminology,CCJ4970,Senior Thesis,3,"Qualified students submit a formal research proposal, carry out individual research under the supervision of a faculty member and prepare a formal written report of the research to a faculty committee. Course can be repeated, but no more than six credits earned in CCJ 4905 may be applied to the major or to minimum degree requirements established by the university.",,
Criminology,CJC4010,Introduction to Corrections,3,Introduces the field of penology and corrections. Consideration is given to conflicting philosophies of punishment; criminological theory as it applies to the field of corrections; the selectivity of the process through which offenders move before their involvement in correctional programs; alternative correctional placements; and empirical assessments of the short-term and long-term consequences of involvement in correctional programs.,,
Criminology,CJE3011,Careers in Criminal Justice,3,"Advanced overview of professions available within the criminal justice system. Emphasis on the development of job seeking skills and strategies; local, state, federal and global employment opportunities; law and graduate school processes; building cultural competence and global perspectives.",,
Criminology,CJE3114,Introduction to Law Enforcement,3,"The role of the police in the criminal justice system of a democratic society. Topics include the organization of police work, discretion and the role of law enforcement in a socio-legal context.",,
Criminology,CJJ4010,Juvenile Justice,3,"Examines the development, change and operation of the American juvenile justice system. Emphasizes the nature of juvenile law and the methods of dealing with youthful offenders. (S)",,
Criminology,CJL2000,Law and the Legal Process,3,"Understanding the law as it relates to everyday encounters with the legal system. Actual legal cases may be studied to analyze how disputes are resolved by application of legal principles to factual situations, whether justice was served by the decision and the potential implications of the decision on future cases. (S)",,
Criminology,CJL3038,Law and Society,3,"Introduces the scholarly study of law from a multidisciplinary, liberal arts perspective. Examines legal ideas, legal institutions and the legal process with an emphasis on the study of criminal behavior and the American criminal justice process.",,
Criminology,CJL4037,Psychology and Law,3,"Application of behavioral science research and practice to the legal system. Topics include psychologists and the legal system; lawyers' socialization, training and ethics; legality, morality and justice; forensic assessment; the insanity defense; competence in the legal system; eyewitness identification; jury selection; theories of crime; and punishment and sentencing.",,
Criminology,CJL4050,Juvenile Law,3,"Examines the juvenile justice system, including delinquency, dependency and laws that apply especially to juveniles. Studies operation of the Florida juvenile code and the relationship between children and society.",,
Criminology,CJL4110,Criminal Law,3,"Studies substantive criminal law, including historical development, the tension between social and legal definitions of crime, the basic dimensions of criminality, the specific elements of major crimes and the nature of criminal sanctions. (S)",,
Criminology,CJL4410,Criminal Procedure,3,"Studies constitutional rights of the accused in criminal proceedings. Focuses on analysis of case materials involving the law of arrest, search and seizure, the use of confessions, fair trial and the prohibition of cruel and unusual punishments.",,
Criminology,IDH2931,Honors Seminar,3,Special topics restricted to those in the university-wide Honors Program. (WR),,
Environmental Engineering Sciences,EES3008,Energy and Environment,3,"Consideration of the energy basis for humans and nature, including principles of energy analysis, systems ecology, and public policy.",,
Environmental Engineering Sciences,EES3206,Environmental Chemistry,4,Provides the fundamental knowledge needed to solve pollution problems specific to environmental systems by focusing primarily on thermodynamic equilibrium and kinetic principles associated with both natural and engineered systems.,,
Environmental Engineering Sciences,EES4005C,Ecological Engineering,3,Application of ecological and engineering principles to natural resource management and problem solving.,,
